year,single_detached_house,apartment_five_storeys_plus,movable_dwelling,semi_detached_house,row_house,duplex,apartment_five_storeys_less,other_house,average_house_value,shelter_costs_owned,shelter_costs_rented
2001,2149.5,2535.8214285714284,0.5357142857142857,649.9642857142857,373.9642857142857,169.89285714285714,835.0,21.714285714285715,289882.8857142857,846.8785714285714,1085.9357142857143
2006,1906.142857142857,2710.0,1.1785714285714286,495.92857142857144,390.64285714285717,314.9642857142857,1163.2142857142858,9.535714285714286,424059.6642857143,1316.8,925.4142857142857
2011,1963.857142857143,3065.8571428571427,0.7142857142857143,517.7142857142857,431.10714285714283,319.64285714285717,1170.6785714285713,15.464285714285714,530424.7214285714,1448.2142857142858,1019.7928571428571
2016,1926.2857142857142,3523.3571428571427,0.6785714285714286,508.57142857142856,439.75,347.0357142857143,1182.6785714285713,20.321428571428573,664068.3285714285,1761.3142857142857,1256.3214285714287
